username;title;model;verified;date;region;text;stars;id
wunderscorebc;Much poorer quality than expected from Cuisinart!;Pattern Name: Strainers;Verified Purchase;January 10, 2022;United States;"
The smaller sizes seem ok.  The handles are not welded tightly.  They are a little bendy.  The large one seems to be made of a much cheaper metal.  The screen came dented.  I can't get it to even back out.  I don't believe the strainer will be able to take any weight.  Will most likely send back.
";2.0;B007TUQF9O
Lisolet;Not Easy to Clean;Pattern Name: Strainers;Verified Purchase;November 27, 2020;United States;"
I like just about any Cuisinart product I have gotten but somehow this set of strainers have been disappointing. They strain fine just like any other strainer but they have a bad tendency of trapping food particles between the metal lip of the strainer and the mesh it connects with. This means that to make sure the strainer is properly clean the mesh has to be separated from the lip and hosed out after each use otherwise you end up with a pretty gross strainer. I am unsure why this gap was kept in the design as it make for an inefficient design.
";2.0;B007TUQF9O
Bette;Not made to last;Pattern Name: Strainers;Verified Purchase;April 26, 2021;United States;"
Purchased in August, 2020. Handles fell off within 3 months (glued on, not built in) and mesh did not hold its shape, Very disappointed in these strainers.
";3.0;B007TUQF9O
Jon;Disgusting and awful to clean;Pattern Name: Strainers;Verified Purchase;July 11, 2023;United States;"
There is a small gap between the metal net and the rim that traps small chunks of food. It is almost impossible to completely clean it. Every time I think I’ve scrubbed it down, it turns out the food bits just got flushed to the gap on the other end. Should have made the gap on the outside.
";1.0;B007TUQF9O
Luis Fernandez;Cheap quality;Pattern Name: Strainers;Verified Purchase;February 3, 2024;United States;"
The item was broken within a few time of being used. Item wasn't used for up to 5 times. I'd wish Amazon don't recommend this time of low quality products
";1.0;B007TUQF9O
CraftyCassey;Food gets stuck in rim.;Pattern Name: Strainers;Verified Purchase;November 7, 2018;United States;"
I would like to state that the metal is perfect. The mesh is perfect. Where the mesh meets the rim there's an overlap and food gets trapped when trying to clean it. If it weren't for this I'd give it a full 5 stars. This is more of a cleanliness issue for me.
";3.0;B007TUQF9O
Tulio Castillo;Very Fragile.;Pattern Name: Strainers;Verified Purchase;April 18, 2022;United States;"
The larger one has broken after two months
";3.0;B007TUQF9O
abdulaziz shohatti;Rusted in less than a month;Pattern Name: Strainers;Verified Purchase;April 20, 2023;United States;"
The small pieces for some rust next tot he handle in less than a month.
";2.0;B007TUQF9O
Ashley Johnson;Product seems a little cheap, but Amazon mangled them in shipping;Pattern Name: Strainers;Verified Purchase;March 17, 2014;United States;"
I don't have product complaints yet; they don't look like they could withstand much abuse, but my real complain is how Amazon sent them. I had ordered several items and Amazon sent them in one box. That's fine, but these were unprotected from heavier objects in the box and arrived with the mesh badly squished and bent. I carefully reshaped them, but the creases and dents are there to stay. Little dissapointed at the obviousness of what would happen to these during transit on the part of Amazon and that's not how I'd like new products to arrive.
";3.0;B007TUQF9O
Nora;Construction flaw;Pattern Name: Strainers;Verified Purchase;March 26, 2021;United States;"
I see now that others have commented about this. One of my main uses for the strainers is for washing small grains. Alas, these are constructed so they grains get stuck where the mesh (almost) meets the ring. No matter what I do, I can't get them all out and they fall out in storage. Creeps me out since insects are attracted, and the apartments I live in already have a bug problem.
";2.0;B007TUQF9O
Cue Chief;They are as advertised;Pattern Name: Strainers;Verified Purchase;June 8, 2022;United States;"
They are as advertised
";3.0;B007TUQF9O
Shopsmith;You get what you pay for;Pattern Name: Strainers;Verified Purchase;March 5, 2013;United States;"
These are inexpensive, and in that respect, they are worth it. But they aren't sturdy. I strained fruit through the largest strainer while making marmalade, and I could feel the strainer bend under the strain. Not much, and not like it was going to break on the spot, but clearly indicating that for heavy duty work, these aren't the necessary tools. If you're just straining a bit of flour, or some such, you're probably fine. Just don't expect these to be workhorses that will last through years of hard work.
";3.0;B007TUQF9O
Michael;No Sieve Included!;Pattern Name: Strainers;Verified Purchase;June 21, 2021;United States;"
The strainers got here today and seem to function and look decent for what I paid. However, I don't like false promises. And from what the images and everything else the seller had posted about it, there should've been a reusable cloth nut milk bag included. So as it stands, I'll be making it a point to not buy from here again.
";2.0;B007TUQF9O
fryque;Did not meet my standards.;Pattern Name: Strainers;Verified Purchase;April 14, 2022;United States;"
Way to bendable. Were dented on arrival. These strainers work. But the quality does not meet my standards. For the price - they are usable.  I traded mine in for a set of OXOs on Amazon.
";2.0;B007TUQF9O
Alicia;One of the strainers came broken;Pattern Name: Strainers;Verified Purchase;June 27, 2021;United States;"
I purchased these strainers from Cuisinart for my mother. She likes baking, so I thought this would be the perfect gift for her. I chose Cuisinart since it is a fine and high-quality brand. However, and to my surprised, when we received the package, one of the strainers came broken (the smallest one). Now we are missing one piece.
";2.0;B007TUQF9O
Longspur;Not up to Cuisinart standards!;Pattern Name: Strainers;Verified Purchase;April 8, 2021;United States;"
I’m shocked these have received such high reviews. The mesh is flimsy and light weight. Really disappointed in Cuisinart! The large strainer has a crushed area right out of the box. I don’t see these holding up very well in an active kitchen. The sizes are perfect and I do like the fact you can hang them from either end...but these are an overall disappointment.
";2.0;B007TUQF9O
N collins;Too thin;Pattern Name: Strainers;Verified Purchase;January 7, 2022;United States;"
It is cheaply made. It is not strongly made
";3.0;B007TUQF9O
